id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
5761727,125.0,3 years,18.85,D3,10 years,other,700.0,Individual,FullyPaid
88655819,500.0,3 years,13.49,C2,10 years,credit_card,670.0,Individual,FullyPaid
85608135,1000.0,3 years,12.79,C1,5 years,medical,715.0,Individual,FullyPaid
91331620,1000.0,3 years,7.49,A4,10 years,other,720.0,Individual,FullyPaid
121762248,300.0,3 years,12.62,C1,4 years,home_improvement,660.0,Individual,FullyPaid
120950757,1440.0,3 years,10.42,B3,2 years,debt_consolidation,730.0,Individual,FullyPaid
94397372,800.0,3 years,16.99,D1,2 years,major_purchase,710.0,Individual,FullyPaid
1190570,2800.0,3 years,7.62,A3,10 years,home_improvement,790.0,Individual,FullyPaid
93167886,1200.0,3 years,14.99,C4,4 years,debt_consolidation,670.0,Individual,FullyPaid
91723906,1000.0,3 years,18.99,D3,1 year,debt_consolidation,670.0,Individual,FullyPaid
122317150,1800.0,5 years,10.42,B3,10 years,credit_card,775.0,Individual,ChargedOff
5648228,1800.0,5 years,17.27,C5,10 years,home_improvement,710.0,Individual,FullyPaid
3627600,1200.0,3 years,11.14,B2,10 years,debt_consolidation,695.0,Individual,FullyPaid
5425595,800.0,3 years,12.12,B3,8 years,debt_consolidation,675.0,Individual,FullyPaid
5627579,812.5,3 years,13.11,B4,,home_improvement,685.0,Individual,ChargedOff
1180377,950.0,3 years,7.9,A4,5 years,debt_consolidation,720.0,Individual,FullyPaid
94303840,1120.0,5 years,24.74,E3,10 years,debt_consolidation,660.0,Individual,ChargedOff
3497028,1000.0,3 years,12.12,B3,1 year,credit_card,710.0,Individual,FullyPaid
6167626,1600.0,3 years,10.64,B2,10 years,debt_consolidation,685.0,Individual,FullyPaid
4786536,382.5,3 years,13.11,B4,,debt_consolidation,670.0,Individual,ChargedOff
84293220,700.0,3 years,12.79,C1,10 years,debt_consolidation,705.0,Individual,FullyPaid
5646950,900.0,3 years,15.8,C3,3 years,debt_consolidation,670.0,Individual,FullyPaid
3296671,1900.0,5 years,16.29,C4,3 years,debt_consolidation,690.0,Individual,FullyPaid
92577273,1200.0,3 years,11.49,B5,0 years,debt_consolidation,660.0,Individual,FullyPaid
120107440,2037.5,5 years,20.0,D4,10 years,debt_consolidation,665.0,Individual,FullyPaid
92797688,1117.5,3 years,16.99,D1,2 years,debt_consolidation,665.0,Individual,ChargedOff
1506185,945.0,3 years,15.8,C3,10 years,debt_consolidation,675.0,Individual,ChargedOff
95097817,2000.0,5 years,13.99,C3,6 years,debt_consolidation,705.0,Joint App,FullyPaid
95242404,250.0,3 years,11.49,B5,5 years,other,725.0,Individual,FullyPaid
88910345,3000.0,5 years,17.99,D2,10 years,debt_consolidation,660.0,Individual,ChargedOff
1215756,700.0,3 years,6.03,A1,2 years,home_improvement,775.0,Individual,FullyPaid
1125259,3000.0,3 years,20.3,E5,6 years,debt_consolidation,660.0,Individual,FullyPaid
1259399,345.0,3 years,6.03,A1,3 years,car,765.0,Individual,FullyPaid
1152017,1200.0,3 years,12.12,B3,4 years,debt_consolidation,705.0,Individual,FullyPaid
1683774,1500.0,5 years,14.09,B5,3 years,home_improvement,735.0,Individual,ChargedOff
1184957,1500.0,3 years,7.9,A4,10 years,debt_consolidation,730.0,Individual,FullyPaid
4291570,600.0,3 years,16.29,C4,,credit_card,660.0,Individual,FullyPaid
88004788,600.0,3 years,13.99,C3,5 years,debt_consolidation,685.0,Individual,FullyPaid
3927339,1170.0,3 years,14.09,B5,10 years,debt_consolidation,690.0,Individual,FullyPaid
88918176,1000.0,3 years,9.49,B2,,debt_consolidation,665.0,Individual,ChargedOff
1443431,800.0,3 years,12.12,B3,1 year,debt_consolidation,685.0,Individual,FullyPaid
87989248,600.0,3 years,11.49,B5,8 years,credit_card,670.0,Individual,FullyPaid
3185351,1500.0,3 years,11.14,B2,5 years,debt_consolidation,715.0,Individual,FullyPaid
1827094,830.0,3 years,7.9,A4,8 years,debt_consolidation,730.0,Individual,FullyPaid
3005748,720.0,3 years,10.16,B1,0 years,debt_consolidation,685.0,Individual,FullyPaid
4805596,1500.0,3 years,18.49,D2,5 years,debt_consolidation,670.0,Individual,FullyPaid
3636389,600.0,3 years,11.14,B2,10 years,debt_consolidation,670.0,Individual,FullyPaid
87054036,1600.0,3 years,25.29,E5,2 years,debt_consolidation,665.0,Individual,ChargedOff
1452172,1000.0,3 years,6.62,A2,3 years,home_improvement,770.0,Individual,FullyPaid
3291290,1000.0,3 years,8.9,A5,10 years,debt_consolidation,705.0,Individual,FullyPaid
125581494,3500.0,5 years,13.59,C2,10 years,debt_consolidation,690.0,Individual,FullyPaid
94430982,2500.0,3 years,7.49,A4,1 year,debt_consolidation,695.0,Individual,FullyPaid
121357344,1325.0,5 years,21.45,D5,,debt_consolidation,755.0,Joint App,ChargedOff
122669182,400.0,3 years,20.0,D4,10 years,debt_consolidation,670.0,Individual,FullyPaid
4526771,1500.0,3 years,10.16,B1,10 years,debt_consolidation,725.0,Individual,FullyPaid
91823815,1000.0,5 years,24.74,E3,3 years,credit_card,685.0,Individual,FullyPaid
85228241,2372.5,5 years,28.88,G2,10 years,debt_consolidation,665.0,Individual,ChargedOff
5617737,2100.0,5 years,16.78,C5,10 years,debt_consolidation,730.0,Individual,FullyPaid
5385421,1000.0,3 years,7.62,A3,5 years,credit_card,675.0,Individual,FullyPaid
2834952,850.0,3 years,6.62,A2,4 years,credit_card,725.0,Individual,FullyPaid
5094891,1700.0,5 years,23.63,F3,8 years,debt_consolidation,700.0,Individual,ChargedOff
91285824,1600.0,3 years,13.99,C3,7 years,debt_consolidation,665.0,Individual,ChargedOff
120654581,600.0,3 years,14.08,C3,4 years,debt_consolidation,675.0,Individual,FullyPaid
91586992,500.0,3 years,11.49,B5,0 years,credit_card,725.0,Individual,FullyPaid
91189689,1000.0,3 years,12.79,C1,0 years,debt_consolidation,715.0,Individual,FullyPaid
5802193,1000.0,3 years,15.31,C2,2 years,credit_card,665.0,Individual,FullyPaid
2295247,1370.0,3 years,15.31,C2,4 years,debt_consolidation,700.0,Individual,FullyPaid
88158842,280.0,3 years,8.99,B1,2 years,debt_consolidation,710.0,Individual,FullyPaid
3700110,1500.0,3 years,11.14,B2,1 year,debt_consolidation,690.0,Individual,FullyPaid
4795962,1700.0,5 years,17.27,C5,8 years,debt_consolidation,690.0,Individual,FullyPaid
1173928,2500.0,3 years,13.99,C1,10 years,debt_consolidation,700.0,Individual,FullyPaid
86522512,840.0,3 years,10.99,B4,5 years,credit_card,660.0,Individual,FullyPaid
94216856,300.0,3 years,13.99,C3,10 years,debt_consolidation,680.0,Individual,ChargedOff
1337394,960.0,3 years,13.11,B4,0 years,other,700.0,Individual,FullyPaid
3148668,1200.0,3 years,7.9,A4,5 years,debt_consolidation,715.0,Individual,FullyPaid
84699189,1000.0,3 years,9.49,B2,10 years,debt_consolidation,660.0,Individual,ChargedOff
91162534,1000.0,3 years,16.99,D1,0 years,debt_consolidation,685.0,Individual,FullyPaid
1485655,3000.0,5 years,22.95,F1,1 year,debt_consolidation,695.0,Individual,ChargedOff
85552782,800.0,3 years,12.79,C1,10 years,medical,680.0,Individual,FullyPaid
90031213,1800.0,5 years,9.49,B2,8 years,credit_card,775.0,Individual,FullyPaid
121315049,2000.0,3 years,9.93,B2,10 years,debt_consolidation,675.0,Individual,FullyPaid
93851508,2400.0,5 years,11.49,B5,0 years,credit_card,690.0,Individual,ChargedOff
85746806,2500.0,5 years,14.49,C4,7 years,debt_consolidation,665.0,Individual,FullyPaid
93782684,700.0,3 years,19.99,D4,8 years,debt_consolidation,660.0,Individual,ChargedOff
4124851,2650.0,5 years,22.47,E5,10 years,debt_consolidation,670.0,Individual,FullyPaid
88224603,800.0,3 years,10.99,B4,10 years,other,665.0,Individual,ChargedOff
91947971,1765.0,5 years,26.24,E5,5 years,debt_consolidation,680.0,Individual,ChargedOff
5864796,540.0,3 years,10.64,B2,6 years,debt_consolidation,670.0,Individual,FullyPaid
95218677,500.0,3 years,5.32,A1,2 years,credit_card,720.0,Individual,ChargedOff
3360223,1500.0,3 years,12.12,B3,2 years,debt_consolidation,710.0,Individual,FullyPaid
85588885,1960.0,5 years,12.79,C1,8 years,major_purchase,705.0,Individual,FullyPaid
94118482,1200.0,3 years,8.24,B1,0 years,credit_card,715.0,Individual,FullyPaid
1407417,1200.0,3 years,14.09,B5,10 years,home_improvement,685.0,Individual,FullyPaid
120584251,2000.0,3 years,10.91,B4,2 years,credit_card,700.0,Individual,FullyPaid
120036715,500.0,3 years,16.02,C5,7 years,other,695.0,Individual,FullyPaid
84999015,2400.0,5 years,14.49,C4,2 years,debt_consolidation,730.0,Individual,ChargedOff
124060462,4000.0,3 years,11.99,B5,5 years,credit_card,660.0,Individual,ChargedOff
4187228,775.0,3 years,14.09,B5,2 years,debt_consolidation,700.0,Individual,FullyPaid
1527891,1845.0,3 years,14.09,B5,10 years,debt_consolidation,685.0,Individual,FullyPaid
88052942,2240.0,5 years,17.99,D2,,credit_card,690.0,Individual,ChargedOff
90836989,2240.0,3 years,12.74,C1,0 years,house,690.0,Individual,FullyPaid
1078112,1975.0,5 years,20.3,E5,0 years,debt_consolidation,670.0,Individual,ChargedOff
5375532,1440.0,3 years,13.11,B4,5 years,credit_card,710.0,Individual,FullyPaid
93071701,1000.0,3 years,7.99,A5,10 years,other,685.0,Individual,ChargedOff
5336012,1000.0,3 years,13.11,B4,10 years,debt_consolidation,670.0,Individual,FullyPaid
93781218,1800.0,3 years,11.49,B5,10 years,debt_consolidation,670.0,Individual,FullyPaid
4794983,1200.0,5 years,20.49,E1,10 years,debt_consolidation,665.0,Individual,FullyPaid
84052864,880.0,3 years,25.29,E5,10 years,credit_card,665.0,Individual,ChargedOff
124756407,500.0,3 years,14.08,C3,10 years,debt_consolidation,705.0,Individual,FullyPaid
94467659,500.0,3 years,11.49,B5,4 years,debt_consolidation,665.0,Individual,FullyPaid
92931808,400.0,3 years,7.49,A4,10 years,debt_consolidation,730.0,Individual,ChargedOff
119701595,1000.0,5 years,30.75,F5,6 years,other,715.0,Individual,FullyPaid
3163792,1500.0,3 years,8.9,A5,2 years,debt_consolidation,680.0,Individual,FullyPaid
88197108,1600.0,3 years,13.49,C2,10 years,house,700.0,Individual,ChargedOff
94285954,140.0,3 years,11.44,B4,2 years,small_business,705.0,Individual,FullyPaid
86922270,100.0,3 years,13.49,C2,10 years,vacation,665.0,Individual,FullyPaid
84674784,3000.0,5 years,29.67,G3,2 years,debt_consolidation,660.0,Individual,FullyPaid
1557925,1800.0,3 years,13.11,B4,10 years,debt_consolidation,695.0,Individual,FullyPaid
6207527,2100.0,3 years,11.55,B3,10 years,debt_consolidation,705.0,Individual,FullyPaid
91923650,1650.0,3 years,13.99,C3,7 years,debt_consolidation,710.0,Individual,FullyPaid
87914239,1200.0,5 years,25.29,E5,10 years,credit_card,690.0,Individual,FullyPaid
91254638,1067.5,3 years,13.49,C2,,debt_consolidation,705.0,Individual,ChargedOff
1132230,265.0,3 years,10.65,B2,1 year,car,710.0,Individual,FullyPaid
94263875,1440.0,5 years,17.99,D2,3 years,debt_consolidation,670.0,Individual,FullyPaid
1593247,1337.5,3 years,11.14,B2,10 years,debt_consolidation,720.0,Individual,FullyPaid
121846486,3500.0,5 years,14.08,C3,0 years,debt_consolidation,670.0,Joint App,FullyPaid
91793495,960.0,3 years,13.99,C3,1 year,debt_consolidation,705.0,Individual,ChargedOff
1235007,1600.0,3 years,13.11,B4,10 years,debt_consolidation,715.0,Individual,FullyPaid
3287459,800.0,3 years,18.75,D3,4 years,debt_consolidation,665.0,Individual,ChargedOff
91533155,560.0,3 years,13.99,C3,,debt_consolidation,670.0,Individual,FullyPaid
2371626,2800.0,5 years,15.31,C2,10 years,home_improvement,705.0,Individual,FullyPaid
122259102,2800.0,5 years,30.84,G2,5 years,debt_consolidation,685.0,Joint App,ChargedOff
121719969,1000.0,5 years,20.0,D4,0 years,debt_consolidation,665.0,Individual,FullyPaid
3368823,635.0,3 years,15.31,C2,10 years,debt_consolidation,705.0,Individual,FullyPaid
3595331,1000.0,3 years,16.29,C4,7 years,home_improvement,670.0,Individual,FullyPaid
87204530,3500.0,5 years,11.49,B5,2 years,debt_consolidation,685.0,Individual,FullyPaid
86984536,2000.0,5 years,13.49,C2,10 years,debt_consolidation,675.0,Individual,ChargedOff
85745998,2900.0,3 years,13.99,C3,9 years,debt_consolidation,680.0,Individual,FullyPaid
3695682,3500.0,3 years,11.14,B2,10 years,debt_consolidation,755.0,Individual,FullyPaid
93463851,2000.0,5 years,13.49,C2,10 years,renewable_energy,715.0,Individual,FullyPaid
84505271,1600.0,3 years,15.59,C5,10 years,debt_consolidation,695.0,Individual,ChargedOff
5802037,1600.0,5 years,23.63,F3,6 years,debt_consolidation,675.0,Individual,FullyPaid
1440599,450.0,3 years,8.9,A5,,major_purchase,700.0,Individual,FullyPaid
94303538,1000.0,3 years,6.99,A2,10 years,car,745.0,Individual,FullyPaid
1508983,640.0,3 years,18.49,D2,10 years,medical,660.0,Individual,ChargedOff
87954564,600.0,3 years,11.49,B5,8 years,home_improvement,715.0,Individual,FullyPaid
91643657,665.0,3 years,19.99,D4,,credit_card,670.0,Individual,FullyPaid
3350644,560.0,3 years,22.95,F1,8 years,debt_consolidation,670.0,Individual,FullyPaid
124717401,2200.0,5 years,9.93,B2,6 years,credit_card,745.0,Individual,ChargedOff
2907142,2650.0,5 years,20.49,E1,10 years,house,675.0,Individual,FullyPaid
92238467,780.0,3 years,11.49,B5,10 years,home_improvement,825.0,Individual,FullyPaid
1540488,1200.0,3 years,12.12,B3,9 years,debt_consolidation,695.0,Individual,FullyPaid
1269825,2430.0,3 years,21.48,E4,10 years,debt_consolidation,665.0,Individual,ChargedOff
121243652,1500.0,3 years,9.44,B1,10 years,debt_consolidation,700.0,Individual,FullyPaid
5797192,1062.5,3 years,17.27,C5,5 years,home_improvement,670.0,Individual,ChargedOff
1463004,1000.0,3 years,12.12,B3,10 years,car,705.0,Individual,ChargedOff
4797920,950.0,3 years,6.03,A1,2 years,credit_card,775.0,Individual,FullyPaid
2476202,975.0,3 years,17.27,C5,9 years,other,700.0,Individual,FullyPaid
92299295,1750.0,3 years,17.99,D2,1 year,debt_consolidation,710.0,Individual,FullyPaid
2378998,2100.0,3 years,6.03,A1,2 years,debt_consolidation,740.0,Individual,FullyPaid
125990935,2500.0,3 years,14.08,C3,3 years,debt_consolidation,745.0,Individual,FullyPaid
85691648,2700.0,5 years,24.49,E3,10 years,debt_consolidation,675.0,Individual,FullyPaid
1201548,900.0,3 years,6.03,A1,9 years,wedding,775.0,Individual,FullyPaid
5765019,1190.0,3 years,11.14,B2,6 years,credit_card,675.0,Individual,FullyPaid
125291341,1000.0,3 years,12.62,C1,8 years,debt_consolidation,705.0,Joint App,ChargedOff
89876040,900.0,3 years,5.32,A1,9 years,house,755.0,Individual,FullyPaid
92093374,800.0,3 years,12.74,C1,10 years,other,660.0,Individual,FullyPaid
121290766,1050.0,3 years,26.3,E5,1 year,other,660.0,Individual,FullyPaid
88103294,2000.0,3 years,10.49,B3,10 years,debt_consolidation,675.0,Individual,ChargedOff
92153463,360.0,3 years,13.99,C3,10 years,car,665.0,Individual,FullyPaid
126202414,510.0,3 years,7.35,A4,1 year,home_improvement,795.0,Individual,FullyPaid
3372328,2600.0,5 years,17.27,C5,10 years,credit_card,720.0,Individual,FullyPaid
1734585,1500.0,3 years,16.29,C4,5 years,home_improvement,680.0,Individual,ChargedOff
1509864,685.0,3 years,17.27,C5,7 years,debt_consolidation,665.0,Individual,ChargedOff
92836130,2100.0,5 years,14.99,C4,10 years,major_purchase,690.0,Individual,FullyPaid
95027548,1000.0,3 years,8.24,B1,4 years,other,695.0,Individual,FullyPaid
2091077,1000.0,3 years,14.09,B5,10 years,debt_consolidation,700.0,Individual,FullyPaid
90124473,980.0,3 years,13.49,C2,10 years,credit_card,665.0,Individual,FullyPaid
85147012,1222.5,3 years,19.99,D4,0 years,debt_consolidation,685.0,Individual,FullyPaid
93749865,1000.0,3 years,11.39,B3,10 years,debt_consolidation,680.0,Individual,FullyPaid
125314015,317.5,3 years,10.91,B4,2 years,medical,715.0,Joint App,FullyPaid
91002600,1280.0,5 years,14.49,C4,10 years,debt_consolidation,705.0,Individual,FullyPaid
93403310,1000.0,3 years,12.74,C1,3 years,debt_consolidation,690.0,Individual,FullyPaid
6308573,1000.0,3 years,18.25,D2,1 year,debt_consolidation,670.0,Individual,FullyPaid
86882804,200.0,3 years,13.99,C3,2 years,debt_consolidation,680.0,Individual,FullyPaid
1336194,2005.0,3 years,15.81,C4,6 years,credit_card,680.0,Individual,FullyPaid
92727495,1200.0,3 years,10.49,B2,3 years,credit_card,695.0,Individual,ChargedOff
4376693,2500.0,5 years,19.72,D5,4 years,debt_consolidation,680.0,Individual,ChargedOff
3159951,2600.0,5 years,11.14,B2,10 years,debt_consolidation,720.0,Individual,FullyPaid
2485392,980.0,3 years,18.49,D2,0 years,debt_consolidation,665.0,Individual,ChargedOff
88887674,1522.5,3 years,16.99,D1,10 years,credit_card,715.0,Individual,FullyPaid
1687562,2650.0,5 years,22.47,E5,10 years,debt_consolidation,685.0,Individual,FullyPaid
84545184,3000.0,3 years,12.79,C1,10 years,debt_consolidation,670.0,Individual,FullyPaid
6187554,400.0,3 years,15.88,C4,3 years,debt_consolidation,670.0,Individual,FullyPaid
4278231,1187.5,3 years,15.8,C3,10 years,debt_consolidation,690.0,Individual,FullyPaid
94109304,2000.0,5 years,17.99,D2,0 years,debt_consolidation,700.0,Individual,FullyPaid
1351364,800.0,3 years,12.12,B3,1 year,credit_card,700.0,Individual,FullyPaid
3642341,1145.0,3 years,19.05,D4,,other,685.0,Individual,ChargedOff
94235387,2500.0,3 years,11.39,B3,9 years,debt_consolidation,690.0,Individual,FullyPaid
1236413,720.0,3 years,12.12,B3,2 years,credit_card,695.0,Individual,FullyPaid
95916808,1200.0,3 years,11.44,B4,4 years,credit_card,705.0,Individual,FullyPaid
95082467,1500.0,3 years,11.49,B5,10 years,credit_card,660.0,Individual,ChargedOff
121223927,1200.0,3 years,12.62,C1,1 year,debt_consolidation,695.0,Individual,FullyPaid
1316287,455.0,3 years,12.12,B3,6 years,debt_consolidation,695.0,Individual,FullyPaid
90695848,3500.0,5 years,18.99,D3,5 years,other,725.0,Individual,ChargedOff
4786127,2400.0,3 years,11.14,B2,10 years,other,795.0,Individual,FullyPaid
125990141,1000.0,3 years,16.02,C5,8 years,debt_consolidation,660.0,Individual,FullyPaid
4777983,1000.0,3 years,15.8,C3,,debt_consolidation,705.0,Individual,FullyPaid
1954750,200.0,3 years,17.27,C5,10 years,debt_consolidation,665.0,Individual,FullyPaid
5979163,2400.0,5 years,22.2,E4,10 years,credit_card,685.0,Individual,FullyPaid
88174944,750.0,3 years,15.59,C5,10 years,other,690.0,Individual,ChargedOff
6265542,1600.0,5 years,15.88,C4,9 years,debt_consolidation,705.0,Individual,FullyPaid
88623970,180.0,3 years,10.99,B4,6 years,credit_card,660.0,Individual,FullyPaid
3488274,2500.0,3 years,15.31,C2,3 years,debt_consolidation,670.0,Individual,FullyPaid
95079841,1500.0,5 years,17.99,D2,10 years,debt_consolidation,730.0,Individual,FullyPaid
88864348,3000.0,3 years,13.99,C3,10 years,debt_consolidation,675.0,Individual,FullyPaid
91252805,1400.0,5 years,13.99,C3,2 years,debt_consolidation,705.0,Individual,ChargedOff
1637726,1000.0,3 years,7.9,A4,5 years,credit_card,730.0,Individual,FullyPaid
1549795,2000.0,3 years,14.33,C1,0 years,debt_consolidation,685.0,Individual,FullyPaid
93412741,1000.0,3 years,7.24,A3,8 years,debt_consolidation,715.0,Individual,FullyPaid
88604573,450.0,3 years,15.59,C5,10 years,debt_consolidation,680.0,Individual,FullyPaid
90121314,420.0,3 years,8.59,A5,4 years,credit_card,780.0,Individual,FullyPaid
124432704,1500.0,5 years,15.05,C4,5 years,debt_consolidation,680.0,Individual,ChargedOff
85803538,942.5,3 years,16.99,D1,,debt_consolidation,710.0,Individual,ChargedOff
88593323,2000.0,3 years,8.99,B1,10 years,credit_card,665.0,Individual,FullyPaid
93434211,800.0,3 years,11.39,B3,10 years,debt_consolidation,700.0,Individual,FullyPaid
120649997,1200.0,5 years,21.45,D5,0 years,credit_card,670.0,Joint App,ChargedOff
1677658,1200.0,3 years,16.29,C4,3 years,debt_consolidation,670.0,Individual,FullyPaid
84929601,1100.0,3 years,10.49,B3,10 years,debt_consolidation,665.0,Individual,ChargedOff
92807968,2100.0,3 years,11.49,B5,10 years,credit_card,680.0,Individual,FullyPaid
121915500,800.0,3 years,7.07,A2,10 years,small_business,815.0,Individual,FullyPaid
84133368,1100.0,3 years,7.59,A3,9 years,debt_consolidation,745.0,Individual,FullyPaid
125359609,3000.0,3 years,16.02,C5,10 years,house,665.0,Individual,ChargedOff
1431265,195.0,3 years,18.49,D2,,debt_consolidation,665.0,Individual,ChargedOff
85528867,1700.0,3 years,17.99,D2,3 years,debt_consolidation,665.0,Individual,FullyPaid
93931218,1200.0,5 years,14.99,C4,10 years,home_improvement,675.0,Individual,FullyPaid
2299859,1100.0,3 years,13.11,B4,1 year,debt_consolidation,665.0,Individual,FullyPaid
122156184,3000.0,3 years,12.62,C1,0 years,debt_consolidation,705.0,Individual,FullyPaid
87967106,480.0,3 years,10.99,B4,10 years,credit_card,665.0,Individual,FullyPaid
5065381,550.0,3 years,11.14,B2,10 years,debt_consolidation,705.0,Individual,ChargedOff
1602974,800.0,3 years,18.49,D2,8 years,debt_consolidation,665.0,Individual,FullyPaid
84034133,800.0,3 years,10.49,B3,1 year,credit_card,710.0,Individual,FullyPaid
3675348,1440.0,3 years,12.12,B3,10 years,credit_card,690.0,Individual,FullyPaid
94546513,700.0,3 years,15.99,C5,9 years,debt_consolidation,710.0,Individual,FullyPaid
1824777,1500.0,3 years,15.8,C3,7 years,debt_consolidation,685.0,Individual,ChargedOff
85863483,145.0,3 years,13.99,C3,,debt_consolidation,690.0,Individual,FullyPaid
1476379,1600.0,5 years,19.05,D4,7 years,major_purchase,690.0,Individual,FullyPaid
90217642,1000.0,3 years,11.49,B5,,credit_card,715.0,Individual,ChargedOff
85390247,800.0,3 years,9.49,B2,5 years,home_improvement,670.0,Individual,FullyPaid
6245367,400.0,3 years,14.33,C2,0 years,debt_consolidation,730.0,Individual,FullyPaid
91072832,1080.0,5 years,12.79,C1,10 years,debt_consolidation,715.0,Individual,FullyPaid
4555494,1200.0,3 years,14.09,B5,3 years,debt_consolidation,660.0,Individual,FullyPaid
4307733,1000.0,3 years,14.09,B5,5 years,debt_consolidation,685.0,Individual,FullyPaid
5186020,2650.0,3 years,15.31,C2,4 years,debt_consolidation,665.0,Individual,FullyPaid
1401507,1855.0,3 years,14.09,B5,5 years,debt_consolidation,690.0,Individual,ChargedOff
95149107,1300.0,3 years,14.99,C4,6 years,debt_consolidation,685.0,Individual,FullyPaid
5779600,1300.0,5 years,20.49,E1,5 years,debt_consolidation,670.0,Individual,FullyPaid
93683798,300.0,3 years,12.74,C1,3 years,credit_card,660.0,Individual,FullyPaid
1347363,200.0,3 years,15.81,C4,,credit_card,665.0,Individual,FullyPaid
3807916,2000.0,5 years,16.29,C4,10 years,debt_consolidation,715.0,Individual,FullyPaid
40715183,3500.0,5 years,22.74,E1,10 years,debt_consolidation,670.0,Individual,FullyPaid
91249235,500.0,3 years,10.99,B4,7 years,credit_card,715.0,Individual,FullyPaid
1163572,2800.0,5 years,13.11,B4,3 years,home_improvement,760.0,Individual,FullyPaid
1694798,1000.0,3 years,14.33,C1,1 year,debt_consolidation,690.0,Individual,FullyPaid
120603408,2500.0,5 years,28.72,F1,8 years,debt_consolidation,700.0,Individual,FullyPaid
84506053,935.0,3 years,15.59,C5,3 years,car,745.0,Individual,FullyPaid
120640093,2500.0,5 years,25.82,E4,3 years,debt_consolidation,690.0,Individual,ChargedOff
4215570,960.0,5 years,15.8,C3,1 year,car,695.0,Individual,FullyPaid
84575350,3200.0,5 years,14.49,C4,4 years,major_purchase,745.0,Individual,FullyPaid
121931135,100.0,3 years,9.93,B2,,other,680.0,Individual,FullyPaid
124063478,1700.0,5 years,21.45,D5,6 years,debt_consolidation,660.0,Individual,ChargedOff
89817896,2300.0,5 years,14.49,C4,10 years,debt_consolidation,765.0,Individual,FullyPaid
5647905,2000.0,5 years,17.77,D1,10 years,debt_consolidation,705.0,Individual,FullyPaid
126336206,2200.0,5 years,20.0,D4,2 years,credit_card,690.0,Joint App,FullyPaid
90407396,1062.5,5 years,17.99,D2,10 years,debt_consolidation,790.0,Individual,FullyPaid
124416122,2300.0,3 years,5.32,A1,7 years,home_improvement,740.0,Individual,FullyPaid
84504395,1400.0,5 years,12.79,C1,2 years,debt_consolidation,670.0,Individual,FullyPaid
1473228,1655.0,3 years,10.16,B1,5 years,debt_consolidation,725.0,Individual,FullyPaid
2444610,2500.0,5 years,16.29,C4,10 years,credit_card,665.0,Individual,ChargedOff
3108611,900.0,3 years,16.29,C4,4 years,debt_consolidation,700.0,Individual,FullyPaid
121296191,600.0,3 years,9.44,B1,10 years,debt_consolidation,715.0,Individual,FullyPaid
126190173,300.0,3 years,13.59,C2,2 years,debt_consolidation,690.0,Individual,FullyPaid
88064858,1500.0,5 years,17.99,D2,8 years,debt_consolidation,695.0,Individual,FullyPaid
85695773,1575.0,3 years,8.59,A5,10 years,other,690.0,Individual,FullyPaid
3160601,1200.0,3 years,14.09,B5,10 years,debt_consolidation,680.0,Individual,FullyPaid
1139639,1500.0,3 years,15.31,C3,2 years,debt_consolidation,690.0,Individual,FullyPaid
124143210,2500.0,3 years,19.03,D3,1 year,debt_consolidation,660.0,Individual,ChargedOff
1178379,350.0,3 years,13.99,C1,9 years,other,685.0,Individual,ChargedOff
91463544,500.0,3 years,8.99,B1,6 years,credit_card,720.0,Individual,FullyPaid
5626103,2335.0,3 years,16.29,C4,9 years,debt_consolidation,660.0,Individual,FullyPaid
122692170,120.0,3 years,10.42,B3,10 years,home_improvement,725.0,Individual,FullyPaid
1535103,1440.0,3 years,22.47,E5,2 years,other,675.0,Individual,ChargedOff
3810070,3500.0,3 years,12.12,B3,2 years,debt_consolidation,725.0,Individual,FullyPaid
94166152,350.0,3 years,23.99,E2,4 years,major_purchase,665.0,Individual,ChargedOff
5104788,300.0,3 years,14.09,B5,10 years,home_improvement,705.0,Individual,FullyPaid
5185251,695.0,3 years,19.72,D5,,debt_consolidation,660.0,Individual,ChargedOff
93031801,1000.0,3 years,18.99,D3,10 years,debt_consolidation,665.0,Individual,ChargedOff
85216770,700.0,3 years,7.99,A4,0 years,credit_card,710.0,Individual,FullyPaid
122673202,1600.0,5 years,15.05,C4,0 years,debt_consolidation,755.0,Individual,FullyPaid
5037868,472.5,3 years,15.31,C2,9 years,credit_card,685.0,Individual,FullyPaid
94135401,700.0,3 years,16.99,D1,3 years,moving,675.0,Individual,FullyPaid
3350607,1695.0,5 years,23.83,F5,3 years,other,665.0,Individual,FullyPaid
92840012,350.0,3 years,13.99,C3,3 years,debt_consolidation,710.0,Individual,FullyPaid
1599143,600.0,3 years,16.29,C4,1 year,major_purchase,680.0,Individual,FullyPaid
94004954,280.0,3 years,10.49,B2,7 years,credit_card,720.0,Individual,ChargedOff
91250479,1080.0,5 years,26.99,F3,9 years,debt_consolidation,685.0,Individual,FullyPaid
121304449,2800.0,3 years,9.93,B2,0 years,debt_consolidation,675.0,Joint App,FullyPaid
1402253,2000.0,3 years,10.16,B1,0 years,debt_consolidation,755.0,Individual,FullyPaid
1678189,1800.0,5 years,21.49,E3,10 years,debt_consolidation,670.0,Individual,ChargedOff
84574193,1200.0,5 years,22.39,E1,1 year,house,670.0,Individual,ChargedOff
